ID,DBSCAN_Labels
180,-1.0
181,-1.0
182,-1.0
183,-1.0
184,-1.0
185,-1.0
186,-1.0
187,-1.0
188,-1.0
189,-1.0
190,-1.0
191,-1.0
192,-1.0
193,-1.0
194,-1.0
195,-1.0
196,-1.0
197,-1.0
198,-1.0
199,-1.0
200,-1.0
201,-1.0
202,-1.0
203,-1.0
204,-1.0
205,-1.0
206,-1.0
207,-1.0
208,-1.0
209,-1.0
210,-1.0
227,-1.0
232,-1.0
233,9.0
234,-1.0
235,-1.0
236,-1.0
237,-1.0
238,-1.0
239,-1.0
240,-1.0
241,-1.0
242,-1.0
243,-1.0
244,-1.0
245,-1.0
246,-1.0
247,-1.0
248,-1.0
249,-1.0
250,-1.0
251,-1.0
252,-1.0
253,-1.0
254,-1.0
255,-1.0
256,-1.0
257,-1.0
258,-1.0
259,-1.0
260,-1.0
261,-1.0
263,-1.0
264,-1.0
265,-1.0
266,-1.0
267,-1.0
268,-1.0
269,-1.0
270,-1.0
271,-1.0
272,-1.0
273,-1.0
274,-1.0
275,-1.0
276,-1.0
277,-1.0
278,-1.0
279,-1.0
280,-1.0
281,-1.0
282,-1.0
283,271.0
284,-1.0
285,-1.0
286,271.0
287,10.0
288,-1.0
289,-1.0
290,-1.0
291,-1.0
292,-1.0
293,-1.0
294,-1.0
295,-1.0
296,-1.0
297,-1.0
298,-1.0
299,-1.0
300,-1.0
305,-1.0
306,-1.0
307,-1.0
308,-1.0
309,-1.0
310,-1.0
311,-1.0
312,-1.0
313,-1.0
314,-1.0
315,-1.0
316,-1.0
317,-1.0
318,-1.0
319,-1.0
320,-1.0
323,-1.0
325,11.0
326,-1.0
328,-1.0
332,-1.0
335,-1.0
337,12.0
338,-1.0
339,13.0
340,14.0
341,-1.0
342,-1.0
356,-1.0
358,-1.0
359,-1.0
362,-1.0
365,-1.0
366,15.0
367,-1.0
369,-1.0
374,-1.0
375,16.0
376,-1.0
377,-1.0
378,-1.0
379,-1.0
380,-1.0
381,-1.0
382,-1.0
383,-1.0
384,-1.0
385,-1.0
386,-1.0
387,-1.0
388,-1.0
389,-1.0
390,-1.0
391,-1.0
392,-1.0
393,-1.0
394,-1.0
395,-1.0
396,-1.0
397,-1.0
398,-1.0
399,-1.0
400,-1.0
401,-1.0
402,-1.0
415,-1.0
416,-1.0
417,-1.0
418,-1.0
419,-1.0
420,-1.0
421,-1.0
422,-1.0
423,-1.0
424,-1.0
425,-1.0
426,-1.0
427,-1.0
428,-1.0
429,-1.0
430,-1.0
431,-1.0
432,-1.0
433,-1.0
434,-1.0
442,-1.0
454,-1.0
469,-1.0
487,-1.0
500,-1.0
515,-1.0
525,-1.0
527,-1.0
547,-1.0
568,-1.0
586,-1.0
597,-1.0
612,-1.0
649,-1.0
650,-1.0
660,-1.0
673,-1.0
675,-1.0
681,-1.0
702,-1.0
751,-1.0
752,-1.0
753,-1.0
757,-1.0
758,17.0
760,-1.0
761,-1.0
774,-1.0
780,-1.0
798,-1.0
846,-1.0
867,-1.0
875,-1.0
883,-1.0
884,18.0
892,-1.0
893,-1.0
896,-1.0
913,-1.0
931,-1.0
936,-1.0
937,-1.0
957,-1.0
971,-1.0
978,-1.0
984,-1.0
992,-1.0
996,-1.0
997,-1.0
998,-1.0
1000,-1.0
1002,19.0
1004,-1.0
1013,20.0
1014,-1.0
1016,-1.0
1017,21.0
1018,-1.0
1020,-1.0
1021,-1.0
1022,-1.0
1025,22.0
1026,22.0
1027,22.0
1028,-1.0
1029,-1.0
1031,-1.0
1032,-1.0
1033,-1.0
1035,22.0
1036,-1.0
1037,-1.0
1039,-1.0
1040,23.0
1042,-1.0
1043,-1.0
1045,-1.0
1047,24.0
1049,-1.0
1050,-1.0
1051,-1.0
1052,-1.0
1053,-1.0
1054,-1.0
1056,-1.0
1057,-1.0
1058,-1.0
1060,-1.0
1061,-1.0
1063,-1.0
1066,-1.0
1067,-1.0
1068,-1.0
1071,-1.0
1073,-1.0
1074,-1.0
1078,-1.0
1079,-1.0
1083,25.0
1088,-1.0
1090,26.0
1092,-1.0
1093,-1.0
1096,20.0
1099,-1.0
1100,-1.0
1103,-1.0
1110,-1.0
1111,1.0
1112,-1.0
1113,-1.0
1119,-1.0
1120,-1.0
1127,-1.0
1128,-1.0
1129,-1.0
1131,23.0
1132,27.0
1137,-1.0
1138,-1.0
1139,28.0
1140,-1.0
1144,29.0
1145,29.0
1146,-1.0
1147,29.0
1148,-1.0
1149,-1.0
1150,30.0
1162,-1.0
1163,-1.0
1164,-1.0
1166,-1.0
1167,-1.0
1169,31.0
1170,-1.0
1171,-1.0
1172,-1.0
1183,-1.0
1194,-1.0
1198,-1.0
1199,32.0
1201,-1.0
1208,24.0
1227,-1.0
1228,-1.0
1245,-1.0
1249,-1.0
1254,33.0
1255,34.0
1268,35.0
1280,-1.0
1281,36.0
1282,36.0
1283,36.0
1285,-1.0
1288,-1.0
1290,-1.0
1292,-1.0
1295,-1.0
1305,19.0
1306,19.0
1313,-1.0
1316,-1.0
1318,-1.0
1333,-1.0
1334,-1.0
1335,-1.0
1344,-1.0
1345,-1.0
1346,-1.0
1347,-1.0
1348,-1.0
1349,-1.0
1351,37.0
1352,-1.0
1359,-1.0
1360,-1.0
1373,328.0
1377,-1.0
1427,-1.0
1429,-1.0
1450,-1.0
1452,-1.0
1454,-1.0
1458,-1.0
1466,-1.0
1467,-1.0
1481,-1.0
1486,-1.0
1488,-1.0
1491,-1.0
1494,-1.0
1500,-1.0
1504,-1.0
1505,-1.0
1509,-1.0
1510,-1.0
1514,-1.0
1515,38.0
1518,-1.0
1519,-1.0
1520,-1.0
1521,-1.0
1531,-1.0
1534,-1.0
1544,39.0
1545,-1.0
1547,-1.0
1549,40.0
1550,41.0
1554,-1.0
1556,-1.0
1561,-1.0
1562,42.0
1564,43.0
1565,44.0
1566,-1.0
1574,-1.0
1575,-1.0
1576,-1.0
1577,-1.0
1582,374.0
1588,-1.0
1589,-1.0
1592,-1.0
1597,-1.0
1598,-1.0
1599,92.0
1607,-1.0
1609,-1.0
1611,-1.0
1613,-1.0
1614,-1.0
1627,-1.0
1630,-1.0
1632,-1.0
1633,-1.0
1653,-1.0
1662,-1.0
1665,28.0
1666,28.0
1667,-1.0
1668,-1.0
1669,-1.0
1677,-1.0
1682,-1.0
1685,-1.0
1686,-1.0
1690,-1.0
1692,-1.0
1698,-1.0
1711,45.0
1731,46.0
1732,46.0
1733,-1.0
1734,-1.0
1735,-1.0
1736,-1.0
1737,-1.0
1738,-1.0
1742,-1.0
1744,-1.0
1745,-1.0
1746,-1.0
1747,-1.0
1748,-1.0
1749,-1.0
1750,-1.0
1751,-1.0
1755,-1.0
1765,-1.0
1766,-1.0
1773,-1.0
1774,-1.0
1775,-1.0
1777,-1.0
1778,-1.0
1780,-1.0
1786,-1.0
1787,-1.0
1788,-1.0
1789,-1.0
1790,-1.0
1807,-1.0
1808,-1.0
1809,-1.0
1811,47.0
1814,-1.0
1816,-1.0
1819,47.0
1822,-1.0
1826,-1.0
1831,-1.0
1832,-1.0
1833,47.0
1843,47.0
1846,-1.0
1848,47.0
1849,48.0
1853,-1.0
1861,-1.0
1862,-1.0
1863,-1.0
1864,-1.0
1865,-1.0
1866,-1.0
1867,-1.0
1868,-1.0
1869,-1.0
1870,-1.0
1873,-1.0
1880,-1.0
1882,-1.0
1884,-1.0
1887,-1.0
1888,-1.0
1889,-1.0
1890,-1.0
1891,-1.0
1892,-1.0
1894,-1.0
1903,-1.0
1915,-1.0
1917,-1.0
1918,-1.0
1919,-1.0
1924,-1.0
1926,-1.0
1927,-1.0
1930,-1.0
1933,49.0
1941,50.0
1947,-1.0
1954,-1.0
1955,-1.0
1989,51.0
1993,-1.0
1994,-1.0
1995,-1.0
1996,-1.0
1997,-1.0
2001,-1.0
2004,-1.0
2012,-1.0
2014,-1.0
2037,-1.0
2038,-1.0
2043,-1.0
2072,-1.0
2074,52.0
2076,-1.0
2077,-1.0
2081,53.0
2090,-1.0
2095,54.0
2097,-1.0
2098,-1.0
2099,-1.0
2100,-1.0
2102,-1.0
2104,-1.0
2107,-1.0
2108,-1.0
2109,-1.0
2110,-1.0
2111,-1.0
2113,-1.0
2114,-1.0
2115,-1.0
2117,-1.0
2122,-1.0
2124,-1.0
2128,-1.0
2130,-1.0
2131,-1.0
2132,-1.0
2135,-1.0
2139,-1.0
2141,-1.0
2143,-1.0
2145,-1.0
2146,-1.0
2149,-1.0
2150,-1.0
2151,-1.0
2153,-1.0
2154,-1.0
2155,-1.0
2156,-1.0
2159,-1.0
2172,-1.0
2175,55.0
2177,-1.0
2178,-1.0
2181,357.0
2183,27.0
2184,56.0
2185,56.0
2186,27.0
2187,27.0
2188,-1.0
2190,27.0
2191,57.0
2195,27.0
2196,27.0
2214,-1.0
2222,27.0
2227,27.0
2229,-1.0
2230,-1.0
2236,-1.0
2239,-1.0
2244,-1.0
2249,-1.0
2253,-1.0
2255,-1.0
2256,-1.0
2263,-1.0
2265,-1.0
2266,-1.0
2270,-1.0
2280,-1.0
2283,58.0
2285,-1.0
2287,59.0
2288,-1.0
2293,-1.0
2294,-1.0
2308,-1.0
2309,-1.0
2310,-1.0
2311,-1.0
2316,-1.0
2318,-1.0
2331,-1.0
2339,-1.0
2340,-1.0
2341,-1.0
2343,-1.0
2344,-1.0
2345,-1.0
2346,-1.0
2347,-1.0
2353,-1.0
2355,-1.0
2357,-1.0
2362,60.0
2365,-1.0
2373,-1.0
2393,-1.0
2395,-1.0
2396,-1.0
2398,-1.0
2400,-1.0
2403,-1.0
2404,60.0
2405,61.0
2435,-1.0
2443,263.0
2454,-1.0
2457,-1.0
2465,-1.0
2467,-1.0
2472,-1.0
2473,-1.0
2474,-1.0
2475,-1.0
2476,-1.0
2477,-1.0
2481,-1.0
2485,-1.0
2488,-1.0
2492,-1.0
2496,-1.0
2500,-1.0
2501,-1.0
2502,-1.0
2515,-1.0
2519,-1.0
2520,-1.0
2521,62.0
2522,-1.0
2523,-1.0
2524,-1.0
2545,-1.0
2547,-1.0
2548,63.0
2551,-1.0
2555,-1.0
2557,-1.0
2566,-1.0
2568,-1.0
2581,-1.0
2584,-1.0
2591,-1.0
2596,-1.0
2599,-1.0
2602,64.0
2603,-1.0
2630,-1.0
2632,-1.0
2655,-1.0
2657,-1.0
2660,-1.0
2666,-1.0
2667,-1.0
2671,-1.0
2686,-1.0
2688,-1.0
2689,-1.0
2701,-1.0
2703,-1.0
2713,-1.0
2714,-1.0
2715,-1.0
2720,-1.0
2722,-1.0
2726,-1.0
2727,-1.0
2729,-1.0
2730,-1.0
2732,65.0
2741,-1.0
2743,-1.0
2745,-1.0
2747,-1.0
2748,-1.0
2756,-1.0
2758,66.0
2760,-1.0
2767,-1.0
2768,-1.0
2770,-1.0
2771,-1.0
2775,-1.0
2783,-1.0
2784,-1.0
2785,-1.0
2797,-1.0
2869,-1.0
2878,-1.0
2889,-1.0
2892,67.0
2899,30.0
2901,-1.0
2913,-1.0
2914,-1.0
2915,-1.0
2918,-1.0
2919,-1.0
2921,-1.0
2923,-1.0
2926,-1.0
2928,-1.0
2937,-1.0
2940,68.0
2944,-1.0
2945,-1.0
2950,-1.0
2969,-1.0
2976,69.0
2980,-1.0
2987,70.0
2988,70.0
2994,-1.0
3001,-1.0
3002,-1.0
3003,-1.0
3008,-1.0
3009,-1.0
3010,-1.0
3014,-1.0
3016,-1.0
3017,-1.0
3019,-1.0
3022,-1.0
3023,-1.0
3026,-1.0
3036,-1.0
3038,-1.0
3040,71.0
3046,-1.0
3047,-1.0
3048,-1.0
3049,-1.0
3051,72.0
3054,-1.0
3055,-1.0
3056,-1.0
3057,-1.0
3058,-1.0
3063,-1.0
3069,-1.0
3074,60.0
3077,60.0
3083,-1.0
3089,-1.0
3098,73.0
3099,-1.0
3100,-1.0
3102,-1.0
3103,-1.0
3104,-1.0
3107,-1.0
3108,-1.0
3111,-1.0
3131,-1.0
3132,-1.0
3152,-1.0
3167,-1.0
3181,-1.0
3182,-1.0
3183,-1.0
3186,-1.0
3193,-1.0
3196,269.0
3197,-1.0
3198,-1.0
3208,55.0
3213,-1.0
3216,-1.0
3220,-1.0
3230,74.0
3245,-1.0
3246,46.0
3261,-1.0
3267,-1.0
3280,-1.0
3286,-1.0
3291,-1.0
3293,-1.0
3306,-1.0
3307,-1.0
3308,-1.0
3327,75.0
3328,75.0
3336,-1.0
3338,-1.0
3340,-1.0
3345,76.0
3383,-1.0
3390,-1.0
3392,-1.0
3393,77.0
3395,-1.0
3399,-1.0
3404,-1.0
3409,58.0
3414,-1.0
3415,-1.0
3431,78.0
3436,59.0
3444,-1.0
3449,-1.0
3457,156.0
3469,-1.0
3488,-1.0
3489,-1.0
3515,-1.0
3527,-1.0
3532,-1.0
3537,-1.0
3541,-1.0
3557,-1.0
3563,-1.0
3578,79.0
3579,-1.0
3586,-1.0
3590,-1.0
3608,-1.0
3614,-1.0
3615,80.0
3622,-1.0
3632,-1.0
3633,-1.0
3641,-1.0
3663,-1.0
3670,-1.0
3672,-1.0
3674,-1.0
3685,16.0
3693,-1.0
3698,-1.0
3699,-1.0
3701,-1.0
3702,-1.0
3707,-1.0
3713,-1.0
3750,16.0
3754,-1.0
3763,-1.0
3764,-1.0
3773,-1.0
3776,-1.0
3778,81.0
3790,-1.0
3830,-1.0
3845,-1.0
3848,-1.0
3863,-1.0
3864,-1.0
3867,-1.0
3869,-1.0
3880,-1.0
3892,-1.0
3893,-1.0
3899,-1.0
3907,-1.0
3911,-1.0
3912,-1.0
3913,-1.0
3948,-1.0
3952,-1.0
3954,-1.0
3957,-1.0
3962,-1.0
3970,-1.0
3972,-1.0
3985,-1.0
3989,-1.0
4004,-1.0
4007,-1.0
4010,-1.0
4026,-1.0
4035,-1.0
4046,-1.0
4051,82.0
4052,83.0
4053,84.0
4059,-1.0
4062,55.0
4067,-1.0
4076,-1.0
4077,-1.0
4081,-1.0
4087,-1.0
4101,-1.0
4103,85.0
4111,-1.0
4114,-1.0
4116,-1.0
4119,-1.0
4125,-1.0
4126,-1.0
4133,-1.0
4142,-1.0
4149,86.0
4150,87.0
4151,-1.0
4154,35.0
4159,35.0
4165,88.0
4195,89.0
4206,-1.0
4223,-1.0
4226,-1.0
4230,-1.0
4236,-1.0
4238,-1.0
4241,-1.0
4276,-1.0
4277,-1.0
4280,-1.0
4296,-1.0
4301,-1.0
4302,-1.0
4309,-1.0
4327,90.0
4333,-1.0
4336,-1.0
4348,-1.0
4350,-1.0
4363,-1.0
4365,61.0
4376,-1.0
4381,67.0
4383,-1.0
4385,91.0
4398,-1.0
4405,92.0
4418,-1.0
4436,-1.0
4439,93.0
4441,-1.0
4443,94.0
4446,38.0
4450,-1.0
4453,95.0
4467,-1.0
4479,-1.0
4484,-1.0
4485,-1.0
4486,-1.0
4487,-1.0
4493,96.0
4494,-1.0
4495,-1.0
4496,-1.0
4498,-1.0
4499,-1.0
4501,-1.0
4504,-1.0
4510,-1.0
4511,-1.0
4525,-1.0
4526,-1.0
4528,97.0
4534,-1.0
4542,-1.0
4543,-1.0
4545,-1.0
4546,98.0
4547,99.0
4548,99.0
4549,99.0
4551,2.0
4552,-1.0
4573,-1.0
4579,-1.0
4583,-1.0
4585,-1.0
4596,-1.0
4598,100.0
4599,100.0
4600,-1.0
4605,-1.0
4610,-1.0
4622,-1.0
4628,-1.0
4637,-1.0
4638,-1.0
4651,-1.0
4660,-1.0
4666,-1.0
4667,12.0
4669,-1.0
4670,-1.0
4671,-1.0
4678,-1.0
4679,-1.0
4680,-1.0
4683,-1.0
4684,-1.0
4685,-1.0
4687,-1.0
4693,-1.0
4696,-1.0
4698,-1.0
4699,-1.0
4706,-1.0
4707,-1.0
4710,101.0
4711,102.0
4712,101.0
4713,-1.0
4715,103.0
4717,-1.0
4720,-1.0
4721,-1.0
4722,-1.0
4723,-1.0
4724,-1.0
4725,104.0
4730,-1.0
4731,-1.0
4732,-1.0
4736,-1.0
4737,44.0
4745,-1.0
4746,-1.0
4748,-1.0
4754,-1.0
4757,-1.0
4759,-1.0
4762,-1.0
4765,-1.0
4768,-1.0
4772,-1.0
4773,-1.0
4774,-1.0
4775,-1.0
4781,105.0
4786,-1.0
4787,-1.0
4788,-1.0
4789,-1.0
4790,-1.0
4791,-1.0
4793,-1.0
4794,-1.0
4795,106.0
4800,-1.0
4801,139.0
4802,-1.0
4803,-1.0
4805,-1.0
4806,-1.0
4807,-1.0
4808,-1.0
4811,-1.0
4813,-1.0
4814,-1.0
4816,-1.0
4822,-1.0
4824,-1.0
4825,-1.0
4832,107.0
4833,108.0
4834,109.0
4835,110.0
4838,-1.0
4840,111.0
4841,111.0
4842,111.0
4844,-1.0
4847,112.0
4848,-1.0
4849,-1.0
4867,-1.0
4890,-1.0
4894,-1.0
4895,-1.0
4900,-1.0
4908,-1.0
4909,-1.0
4914,-1.0
4921,-1.0
4923,-1.0
4929,-1.0
4932,-1.0
4936,-1.0
4945,113.0
4966,-1.0
4967,-1.0
4970,-1.0
4977,-1.0
4978,-1.0
4979,-1.0
4980,-1.0
4984,113.0
4985,113.0
4986,-1.0
4987,-1.0
4989,-1.0
4999,-1.0
5004,-1.0
5005,114.0
5044,-1.0
5054,-1.0
5069,-1.0
5071,-1.0
5072,-1.0
5109,-1.0
5112,-1.0
5121,-1.0
5123,-1.0
5134,-1.0
5136,-1.0
5137,-1.0
5144,-1.0
5165,-1.0
5166,115.0
5168,-1.0
5176,-1.0
5177,-1.0
5188,-1.0
5202,-1.0
5203,62.0
5204,-1.0
5205,-1.0
5206,-1.0
5207,-1.0
5208,-1.0
5209,-1.0
5210,-1.0
5217,35.0
5256,-1.0
5263,-1.0
5268,-1.0
5270,-1.0
5273,-1.0
5274,-1.0
5285,-1.0
5295,116.0
5301,-1.0
5304,-1.0
5305,-1.0
5312,-1.0
5314,-1.0
5316,-1.0
5319,-1.0
5325,-1.0
5326,-1.0
5350,-1.0
5397,-1.0
5404,-1.0
5415,425.0
5417,117.0
5418,-1.0
5419,-1.0
5424,-1.0
5440,-1.0
5442,-1.0
5447,-1.0
5449,118.0
5457,-1.0
5469,-1.0
5470,-1.0
5486,-1.0
5487,-1.0
5496,-1.0
5514,-1.0
5535,-1.0
5540,119.0
5541,-1.0
5551,-1.0
5554,-1.0
5555,32.0
5570,-1.0
5571,-1.0
5573,-1.0
5580,-1.0
5581,-1.0
5582,-1.0
5583,-1.0
5585,-1.0
5593,-1.0
5596,-1.0
5602,-1.0
5604,-1.0
5606,60.0
5610,-1.0
5611,-1.0
5612,57.0
5613,-1.0
5614,-1.0
5615,10.0
5617,-1.0
5618,-1.0
5619,-1.0
5637,-1.0
5641,-1.0
5646,-1.0
5656,-1.0
5661,-1.0
5680,-1.0
5685,-1.0
5690,-1.0
5691,-1.0
5696,113.0
5697,-1.0
5699,-1.0
5732,-1.0
5738,-1.0
5741,62.0
5745,417.0
5754,-1.0
5758,-1.0
5767,-1.0
5769,-1.0
5770,-1.0
5780,-1.0
5782,-1.0
5789,120.0
5790,-1.0
5791,120.0
5792,121.0
5793,34.0
5802,-1.0
5803,-1.0
5810,-1.0
5814,122.0
5816,-1.0
5820,-1.0
5828,96.0
5834,-1.0
5843,-1.0
5844,-1.0
5857,122.0
5860,-1.0
5880,93.0
5887,-1.0
5891,123.0
5892,124.0
5905,-1.0
5912,5.0
5916,-1.0
5918,-1.0
5920,-1.0
5922,-1.0
5927,-1.0
5938,121.0
5946,-1.0
5954,-1.0
5958,36.0
5959,36.0
5960,-1.0
5963,-1.0
5965,96.0
5970,-1.0
5971,-1.0
5972,-1.0
5973,-1.0
5975,-1.0
5988,-1.0
5990,-1.0
5991,-1.0
5992,-1.0
5994,-1.0
5995,-1.0
5997,-1.0
6000,-1.0
6009,-1.0
6025,-1.0
6032,-1.0
6036,34.0
6040,-1.0
6041,-1.0
6042,-1.0
6049,-1.0
6050,-1.0
6051,-1.0
6053,-1.0
6054,-1.0
6055,-1.0
6058,-1.0
6059,-1.0
6061,-1.0
6063,-1.0
6064,-1.0
6066,-1.0
6075,-1.0
6076,-1.0
6083,-1.0
6087,-1.0
6090,-1.0
6095,-1.0
6096,-1.0
6100,-1.0
6101,-1.0
6105,-1.0
6122,-1.0
6132,-1.0
6134,125.0
6146,-1.0
6147,-1.0
6165,-1.0
6181,126.0
6182,-1.0
6184,-1.0
6185,-1.0
6188,-1.0
6195,-1.0
6196,-1.0
6197,-1.0
6198,-1.0
6199,-1.0
6209,-1.0
6213,-1.0
6222,127.0
6225,-1.0
6226,-1.0
6228,-1.0
6238,-1.0
6254,-1.0
6266,128.0
6267,-1.0
6268,128.0
6276,199.0
6279,-1.0
6293,-1.0
6298,-1.0
6299,-1.0
6302,-1.0
6303,-1.0
6311,-1.0
6323,-1.0
6326,-1.0
6341,-1.0
6347,-1.0
6349,-1.0
6353,-1.0
6354,-1.0
6361,-1.0
6363,-1.0
6377,-1.0
6379,-1.0
6382,-1.0
6388,-1.0
6391,-1.0
6395,-1.0
6401,-1.0
6405,-1.0
6406,111.0
6421,129.0
6427,-1.0
6428,-1.0
6429,-1.0
6433,-1.0
6436,-1.0
6440,-1.0
6456,-1.0
6466,130.0
6476,131.0
6478,131.0
6500,-1.0
6508,-1.0
6511,-1.0
6525,-1.0
6537,-1.0
6538,-1.0
6541,-1.0
6542,132.0
6544,66.0
6546,-1.0
6553,-1.0
6558,-1.0
6560,-1.0
6561,-1.0
6562,-1.0
6563,-1.0
6568,-1.0
6569,-1.0
6570,-1.0
6574,-1.0
6579,-1.0
6584,-1.0
6590,-1.0
6593,-1.0
6596,133.0
6601,-1.0
6602,-1.0
6603,-1.0
6608,-1.0
6612,-1.0
6618,-1.0
6619,-1.0
6622,104.0
6623,-1.0
6636,-1.0
6638,134.0
6641,-1.0
6642,-1.0
6644,-1.0
6646,-1.0
6650,-1.0
6667,-1.0
6668,-1.0
6669,-1.0
6679,46.0
6681,-1.0
6684,-1.0
6685,-1.0
6687,-1.0
6688,-1.0
6689,-1.0
6696,-1.0
6697,-1.0
6699,-1.0
6703,-1.0
6705,-1.0
6707,-1.0
6710,135.0
6713,36.0
6714,-1.0
6716,-1.0
6717,-1.0
6718,-1.0
6719,-1.0
6721,-1.0
6723,-1.0
6725,-1.0
6726,-1.0
6738,-1.0
6741,-1.0
6747,-1.0
6752,-1.0
6756,-1.0
6760,-1.0
6766,-1.0
6769,-1.0
6770,-1.0
6771,417.0
6772,-1.0
6773,-1.0
6774,-1.0
6776,-1.0
6778,-1.0
6782,-1.0
6795,-1.0
6797,-1.0
6799,-1.0
6801,-1.0
6802,-1.0
6811,-1.0
6823,-1.0
6825,-1.0
6826,-1.0
6841,-1.0
6844,-1.0
6845,-1.0
6848,-1.0
6853,-1.0
6855,-1.0
6857,-1.0
6860,-1.0
6862,-1.0
6865,-1.0
6867,-1.0
6872,-1.0
6873,27.0
6874,-1.0
6875,-1.0
6876,-1.0
6885,-1.0
6892,-1.0
6894,-1.0
6900,-1.0
6908,-1.0
6912,-1.0
6919,-1.0
6923,136.0
6924,-1.0
6932,-1.0
6943,-1.0
6949,69.0
6985,-1.0
6986,137.0
6987,137.0
6988,-1.0
6989,136.0
6990,-1.0
6998,-1.0
7002,-1.0
7013,-1.0
7017,-1.0
7018,-1.0
7022,-1.0
7025,6.0
7027,-1.0
7028,-1.0
7030,-1.0
7031,-1.0
7041,-1.0
7043,-1.0
7044,138.0
7054,-1.0
7055,-1.0
7095,-1.0
7112,-1.0
7116,-1.0
7121,-1.0
7122,-1.0
7127,-1.0
7128,-1.0
7136,-1.0
7148,-1.0
7165,-1.0
7172,-1.0
7175,-1.0
7194,-1.0
7217,-1.0
7219,152.0
7228,139.0
7247,-1.0
7248,140.0
7250,-1.0
7253,-1.0
7261,22.0
7262,-1.0
7269,265.0
7277,-1.0
7282,50.0
7284,-1.0
7288,-1.0
7289,-1.0
7301,-1.0
7302,-1.0
7304,-1.0
7308,141.0
7309,142.0
7310,-1.0
7314,-1.0
7322,-1.0
7334,-1.0
7337,119.0
7342,-1.0
7344,-1.0
7348,-1.0
7351,-1.0
7352,-1.0
7359,-1.0
7360,-1.0
7361,-1.0
7364,-1.0
7365,-1.0
7366,73.0
7373,-1.0
7380,-1.0
7383,-1.0
7394,-1.0
7405,-1.0
7409,-1.0
7410,-1.0
7420,-1.0
7424,-1.0
7427,125.0
7428,-1.0
7431,-1.0
7435,-1.0
7439,143.0
7450,-1.0
7451,-1.0
7452,-1.0
7453,-1.0
7454,-1.0
7456,-1.0
7457,-1.0
7458,-1.0
7461,144.0
7463,73.0
7464,145.0
7469,-1.0
7470,146.0
7471,-1.0
7475,-1.0
7476,-1.0
7477,-1.0
7479,-1.0
7485,-1.0
7500,-1.0
7501,-1.0
7503,-1.0
7505,-1.0
7515,-1.0
7519,-1.0
7522,-1.0
7524,-1.0
7526,-1.0
7528,-1.0
7530,-1.0
7531,-1.0
7532,-1.0
7534,-1.0
7547,-1.0
7559,-1.0
7573,42.0
7583,-1.0
7589,-1.0
7590,-1.0
7601,-1.0
7602,-1.0
7608,-1.0
7625,-1.0
7629,-1.0
7630,-1.0
7631,-1.0
7636,-1.0
7637,-1.0
7638,-1.0
7639,-1.0
7640,-1.0
7641,-1.0
7642,-1.0
7643,-1.0
7644,-1.0
7645,-1.0
7649,-1.0
7655,-1.0
7662,45.0
